,id,Website,Article_URL,Headline,Claim_Date,Review_Date,Query/Keyword,Label_Website,Image_URL,Original_Claim_Only,Context/Label_Explanation,Text_Only_Claim,Normal_Image,AI_Generated_Image,Altered_Image
16,16,misbar.com,https://www.misbar.com/en/factcheck/2025/04/14/photo-mummified-children-bolivia-falsely-circulated-dead-children-gaza,Photo of Mummified Children in Bolivia Falsely Circulated as Dead Children in Gaza,2025-04-14T05:34:56Z,2025-04-14T05:34:56Z,Israel,misleading,https://pbs.twimg.com/media/GoUZAEtWwAAS8E3?format=jpg&name=large,Two children were found two months later under the rubble of their home. No God bless Israel and its supporters.," Photo Shows Mummified Children in a Museum in Bolivia. Contrary to social media users’ viral claim, the photo is unrelated to the ongoing Israeli genocidal campaign in Gaza. Misbar’s investigative team conducted a thorough reverse image search and traced the photo back to 2006. A Flickr user originally uploaded it, stating that the image shows two mummified Spanish children from the 1800s. The user noted that she took the photo on December 22, 2006, at the Mint Museum in Potosí, Bolivia. The original caption reads, “It's always a surprise what you find in museums. In the Mint Museum in Potosí, Bolivia, I found two mummified Spanish children from the 1800s. Gruesome stuff.” Another Flickr user also uploaded a photo of the same mummified children, confirming the same details. The user stated that he took the picture at the Mint Museum in Potosí, Bolivia, on May 17, 2007. In addition, a tourism website published the same photo of the mummified children alongside other photos from the Mint Museum in Potosí, Bolivia.",False,True,False,False
17,17,leadstories.com,https://leadstories.com/hoax-alert/2025/04/fact-check-eminem-israel-june-2025.html,Fact Check: Eminem Did NOT Announce a Concert in Israel for June 2025,2025-04-10T12:27:29Z,2025-04-10T12:27:29Z,Israel,Fake Poster,https://pbs.twimg.com/media/Gn-ihSZXIAAgaQ8?format=jpg&name=medium,The rapper Eminem announced in April 2025 that he would hold a concert in Israel in June.," The poster used the European ""day/month/year"" format to refer to a June 1, 2025 concert. However, Eminem had made no such announcement, as of April 10, and the poster appeared to have been created by someone not affiliated with the performer. Lead Stories searched Eminem's official website, as well as his Facebook, Instagram, X and YouTube accounts for mention of Israel dates in 2025, and found no relevant entries or posts. If Eminem had confirmed or announced a concert in Israel for June 2025, it is inconceivable that that would not have been mentioned on any of those official channels. In an email, Dennis Dennehy, chief communications officer for AEG Presents and a spokesperson for Eminem, told Lead Stories the claim was ""untrue."" ",False,False,True,False
18,18,misbar.com,https://www.misbar.com/en/factcheck/2025/04/03/iranian-general-esmail-qaani-did-not-flee-israel,Iranian General Esmail Qaani Did Not Flee to Israel,2025-04-03T00:11:14Z,2025-04-03T00:11:14Z,Israel,fake,,Breaking: Iran's IRGC Quds Force commander Gen. Esmail Qaani is confirmed safe in Israel.," Misbar investigated the viral claim and found it to be fake. No Iranian, Israeli, or international media outlet, news agency, or credible source has reported or confirmed any information about Qaani's move to Israel. ",True,False,False,False
19,19,misbar.com,https://www.misbar.com/en/factcheck/2025/03/19/outdated-photo-shows-aftermath-israeli-airstrike-lebanon-not-gaza,"Outdated Photo Shows Aftermath of Israeli Airstrike on Lebanon, Not Gaza",2025-03-19T13:06:59Z,2025-03-19T13:06:59Z,Israel,misleading,https://pbs.twimg.com/media/GRBjLqcXsAAy8Ne?format=jpg&name=medium,At least four Palestinians were killed in a heavy Israeli bombardment on Deir al-Balah in the southern Gaza Strip.," Old Photo Shows Aftermath of Israeli Airstrike on Nabatieh, Lebanon. Contrary to social media users’ viral claim, the photo is unrelated to the recent Israeli airstrike on the Gaza Strip. A thorough reverse image search traced the image back to June 2024, capturing an Israeli airstrike on a residential neighborhood in Nabatieh, South Lebanon. The Cradle news outlet posted the photo on X on June 26, 2024, with the caption: “BREAKING | Israel bombs a residential neighborhood in the city of Nabatieh in South Lebanon, destroying an entire building. In addition, the daily newspaper L'Orient Today used the same photo in a published article on June 27, 2024, reporting on the Israeli bombing of a residential neighborhood in Nabatieh.”",False,True,False,False
21,21,misbar.com,https://www.misbar.com/en/factcheck/2025/03/05/image-does-not-show-zelenskyy-signing-bombs-gaza,This Image Does Not Show Zelenskyy Signing Bombs for Gaza,2025-03-05T13:43:12Z,2025-03-05T13:43:12Z,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/images/2025-03/glezjqnxwaaaxga.jpg.webp?itok=IxyJQHka,"Ukrainian President Volodymyr Zelenskyy signing bombs, claiming he was signing Israeli bombs intended for use against Palestinians in Gaza."," Image of Zelenskyy at a Plant Producing Ammunition for Ukraine. Misbar’s team found that the image shows Zelenskyy signing American bombs produced for Ukraine. A reverse image search led to a YouTube video published by AFP News Agency in September 2024. The video, which included frames similar to the viral image, showed Zelenskyy visiting an ammunition factory in Scranton, Pennsylvania. According to AFP’s description, Zelenskyy visited the United States at the time to seek permission to use Western weapons against targets in Russia. At the 0:56 timestamp, a frame similar to the viral image can be seen. Several news outlets, including BBC and Yahoo News, featured the viral image in reports on Zelenskyy’s September 2024 visit to the United States, where he toured the Scranton Army Ammunition Plant and discussed his “victory plan” to pressure Russia into a diplomatic resolution. AP News also featured the image in a report on Zelenskyy’s visit to the Scranton Army Ammunition Plant. The outlet stated that his visit aimed to thank workers producing one of the most needed types of ammunition for Ukraine in its war with Russia. AP reported that Zelenskyy’s visit to the ammunition plant was intended to thank workers for manufacturing weapons for Ukraine. Finally, Briscs News published the image in September 2024, captioning that it showed Zelenskyy signing bombs intended for use against Russia. According to the official website of the Ukrainian president, the Army Ammunition Plant is fully dedicated to meeting Ukraine’s ammunition needs, particularly for producing 155mm shells. ",False,True,False,False
22,22,misbar.com,https://www.misbar.com/en/factcheck/2025/03/04/erdogan-did-not-urge-us-control-israel-over-syria-conflict,Erdogan Did Not Urge U.S. To Control Israel Over Syria Conflict,2025-03-04T12:40:20Z,2025-03-04T12:40:20Z,Israel,fake,,"A statement attributed to Turkey's President Erdogan, allegedly warning Israel"," No Record of Turkish President Making Such a Statement. Contrary to social media users’ viral claim, Misbar’s team found no evidence supporting the viral claim that Turkish President Recep Tayyip Erdogan threatened Israel or urged the United States to control its ally over its intervention in southern Syria. Misbar’s investigative team reviewed Erdogan’s official X account and found no such statement. In addition, Misbar’s team searched the Turkish presidency’s Directorate of Communications but found no official statements mentioning the U.S. or Israel in connection with the recent incursion into southern Syria.",True,False,False,False
23,23,misbar.com,https://www.misbar.com/en/factcheck/2025/03/01/image-2021-israeli-airstrike-gaza-shared-recent-israeli-bombing-syria,Image of 2021 Israeli Airstrike on Gaza Shared as Recent Israeli Bombing in Syria,2025-03-01T11:41:50Z,2025-03-01T11:41:50Z,Israel,misleading,https://pbs.twimg.com/media/GkqeNZwWkAAjWOc?format=jpg&name=900x900,"NOW: Israel is violently bombing the surroundings of Southern Damascus, destroying its last remaining army depots."," 2021 Israeli Airstrike on Gaza. Misbar's team found through reverse image search that the photo shows an Israeli airstrike on Gaza in April 2021. The photo was originally published by Agence France-Presse (AFP) and taken by the photographer Said Khatib. According to AFP’s caption, the photo showed the explosion of an Israeli airstrike on Rafah, a city in southern Gaza Strip. The Israeli Occupation Forces stated that the airstrike was conducted in response to a rocket launch from the Strip. The photographer also shared the photo to his Facebook account in April 2021, along with another picture of the same airstrike captured at a different moment. Additionally, several reputable outlets featured the photo in reports on the airstrike or analyses on the situation between Hamas and Israel, such as Haaretz and Middle East Eye. Middle East Eye reported that Israel struck two “training sites” in southern Gaza, which came hours after a rocket was fired into southern Israel. The rocket attack on Israel struck open ground and caused no casualties or damage, according to an Israeli spokesperson. It bears noting that the photo was previously misrepresented as an airstrike on Syria. In October 2022, the Jewish Press, an American news outlet, shared the photo falsely claiming that it showed an Israeli rocket attack on Damascus.",False,True,False,False
24,24,misbar.com,https://www.misbar.com/en/factcheck/2025/02/27/photo-not-related-israeli-forces%E2%80%99-recent-incursion-southern-syria,This Photo Is Not Related To Israeli Forces’ Recent Incursion Into Southern Syria,2025-02-27T11:57:46Z,2025-02-27T11:57:46Z,Israel,misleading,https://assets.misbar.com/styles/large_870x490/public/images/2025-02/picture1_14.png.webp?itok=1MMyAh4Q,"Israeli occupation forces enter the town of Tasil in the countryside of Daraa on foot. While in the Muhajireen area in Homs, Al-Jolani elements arrest dozens of young men."," Old Photo Shows Israeli Occupation Forces in the West Bank. Contrary to social media users’ claim, the photo is unrelated to the recent Israeli aggression in southern Syria. Misbar’s investigative team found that the photo had been circulated multiple times in the past, always shared as depicting Israeli occupation forces in the West Bank, Palestine. Nawa, a local outlet, uploaded the photo in an article on November 30, 2014, reporting on the Israeli military arresting citizens in the West Bank. Alresalah news outlet also published the same photo on November 10, 2015, labeling it as an archive photo in the caption. In addition, the Palestinian Information Center published the same photo in July 2017 while reporting on the Israeli occupation forces’ arrest of a former prisoner.",False,True,False,False
27,27,checkyourfact.com,https://checkyourfact.com/2025/02/06/fact-check-iron-dome-intercept-ballistic-missiles/,FACT CHECK: Does The Iron Dome Intercept 90% Of Ballistic Missiles?,2025-01-28T00:00:00Z,2025-02-06T18:16:13Z,Israel,Unsubstantiated,,NewsNation and the New York Post reported that the Iron Dome intercepted 90% of ballistic missiles fired at Israel.," President Donald Trump signed an executive order directing Secretary of Defense Pete Hegseth to develop a missile defense plan to defend the United States from ballistic missiles, hypersonic missiles and other aerial threats, according to DefenseScoop. NewsNation and the New York Post reported on Trump’s missile defense executive order. NewsNation reported that “Iron Dome was 90% effective against ballistic missiles fired at Israel by Iran in October, which has prompted Trump to order the planning of a ‘state-of-the-art’ missile defense system to be designed in the United States.” The New York Post reported that the Iron Dome “blasts ballistic missiles out of the sky with an accuracy rate of roughly 90%.” Both of these claims are misleading. The Iron Dome is designed to shoot down rockets and other short-range munitions, such as mortar shells, according to the BBC. It is true that it has been reported that the Iron Dome has shot down 90% of rockets fired, per the BBC. However, the Iron Dome is not used to intercept ballistic missiles, per the BBC. Israel uses David’s Sling and the Arrows 2 and 3 systems to shoot down cruise and ballistic missiles, per the outlet. Furthermore, Israel used the Arrows 2 and 3 missile defense systems to intercept Iranian ballistic missiles during Iran’s October 2024 attack, according to Axios. In addition, the USS Bulkeley and USS Cole fired a dozen anti-missile interceptors, per the outlet. ",True,False,False,False
29,29,misbar.com,https://www.misbar.com/en/factcheck/2025/01/27/photo-of-vegetables-shelved-on-a-tank-is-from-syria-not-gaza,"Photo of Vegetables Shelved on a Tank Is from Syria, Not Gaza",2025-01-27T15:59:58Z,2025-01-27T15:59:58Z,Israel,misleading,https://foto.haberler.com/haber/2024/12/15/suriye-de-rejim-coktu-ozgurluk-safagi-operasyonu-18159664_4716_m.jpg,"A vegetable stand in #Gaza with a Merkava tank, the pride of the Israeli army, as its decor."," Photo Shows Syrians Using al-Assad Regime Tank to Sell Vegetables. An X user uploaded the photo on December 15, 2024. The photo’s caption reads, “Abandoned Syrian Army Tank Has Been Turned Into A Vegetable & Fruit Stand In Damascus.” Moreover, a local news page shared the same photo on December 15, 2024. Reports indicate that the photo was taken in Syria and shows a tank previously used by Assad’s forces, now repurposed by a local vegetable vendor to display goods. According to Al Arabiya, the photo captured the unexpected transformation of a tank in Douma, on the outskirts of Damascus, into a fruit and vegetable stand. The seller arranged boxes of vegetables neatly on top of the tank, which he parked by the roadside in his search for livelihood. ",False,True,False,False
30,30,thip.media,https://www.thip.media/health-news-fact-check/is-israeli-pm-netanyahu-suffering-from-prostate-cancer/97476/,Fact Check: Is Israeli PM Netanyahu suffering from prostate cancer?,2025-01-08T18:30:00Z,2025-01-09T05:49:56Z,Israel,False,,Israeli PM Netanyahu is suffering from prostate cancer," No, Netanyahu’s medical team has not confirmed a cancer diagnosis. The director of the urology department at Jerusalem’s Hadassah Medical Center, Ofer Gofrit, publicly stated that Netanyahu’s surgery on December 29, 2024, went well and that there was “no suspicion” of malignancy or cancer. This directly contradicts the claim of a cancer diagnosis. What was Netanyahu’s actual medical condition? Netanyahu’s medical condition was related to benign prostatic hyperplasia (BPH), a non-cancerous enlargement of the prostate. This condition is common in older men and can cause urinary issues but does not involve cancer. Netanyahu underwent surgery to remove his prostate as a result of this benign enlargement. His office confirmed this diagnosis, further debunking the cancer claim. Why would a cancer diagnosis be publicly known? If Netanyahu had been diagnosed with advanced prostate cancer, particularly a high-grade cancer like grade 3, it would have been widely reported in the media. Health updates concerning high-profile figures like Netanyahu are typically publicised, especially when it involves a serious condition like cancer. However, no credible news outlets or official statements have reported that Netanyahu has been diagnosed with cancer. What did Netanyahu’s office and medical team say? Netanyahu’s office issued a statement confirming that he was treated for a urinary tract infection caused by benign prostate enlargement. Additionally, Netanyahu’s medical team confirmed that the surgery was related to BPH, not cancer. ",True,False,False,False
31,31,usatoday.com,https://www.usatoday.com/story/news/factcheck/2024/12/13/new-york-times-headline-luigi-mangione-anti-israeli-fact-check/76965562007/,New York Times didn't publish 'anti-Israeli' headline about Luigi ...,2024-12-13T00:00:00Z,2024-12-13T23:25:47Z,Israel,Altered,https://pbs.twimg.com/media/GepSmuIaYAAl3mQ?format=jpg&name=900x900,Image shows headline calling 'glorification' of CEO shooter ‘anti-Israeli’," The image was digitally edited to change the headline. A New York Times spokesperson said the newspaper never published it. The New York Times did not publish an article with that headline, spokesperson Brian Latu told USA TODAY. The newspaper also said in an X post that it is a fabrication. The screenshotted image in the post is an edited version of the headline of a Dec. 12 opinion piece that reads, “What the Glorification of Luigi Mangione Reveals About America.” Its subhead, which describes “a new era of rage” in the U.S., matches the one in the Threads post.",False,False,False,True
33,33,newsmeter.in,https://newsmeter.in/fact-check/israeli-tanks-spotted-outside-damascus-no-image-is-from-gaza-in-2023-740432,"Fact Check: Israeli tanks spotted outside Damascus? No, image is ...",2024-12-11T05:16:17Z,2024-12-11T05:16:17Z,Israel,False,https://pbs.twimg.com/media/GebYSWPagAALWdo?format=jpg&name=medium,The image shows the Israeli army reaching Damascus in Syria.," NewsMeter found that the claim is false. This is an old photo from Gaza. A reverse image search led us to a report by DW titled ‘Israel gives 24 hours to evacuate Gaza residents’, published on October 13, 2023. The report featured the same image with the caption: “Israel gives 24 hours to evacuate Gaza residents. Photo: Ohad Zwigenberg/AP Photo/picture alliance.” The report stated that the Israeli military had issued a 24-hour evacuation notice to over 1.1 million residents of northern Gaza, instructing them to move to the southern Gaza Strip. We also found the original image from the Associated Press (AP) archives. The description provided by AP confirmed that the photo shows Israeli tanks heading toward the Gaza Strip border in southern Israel, not Damascus. The image was taken during heightened conflict along the Gaza border in October 2023.",False,True,False,False
